accepted_name,max_ma,min_ma,ref_author,ref_pubyr,phylum,class,order,family,genus,abund_value,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,formation,stratcomments,environment,collectors,taxonomy_comments,primary_reference
Eldredgeops rana,387.7,382.7,Hickerson,1992,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-90.230003,41.830002,norwoodensis,F1 LCf Rm,,,US,Little Cedar,,marine indet.,,,"W. Hickerson. 1992. Trilobites from the Late Givetian Solon Member, Little Cedar Formation of Eastern Iowa and Northwestern Illinois, in, The stratigraphy, paleontology, depositional and diagenetic history of the Middle-Upper Devonian Cedar Valley Group of Central and Eastern Iowa. (16)"
Eldredgeops rana,387.7,382.7,Hickerson,1992,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-90.230003,41.830002,norwoodensis,F2 LCf Rm,,,US,Little Cedar,,marine indet.,,,"W. Hickerson. 1992. Trilobites from the Late Givetian Solon Member, Little Cedar Formation of Eastern Iowa and Northwestern Illinois, in, The stratigraphy, paleontology, depositional and diagenetic history of the Middle-Upper Devonian Cedar Valley Group of Central and Eastern Iowa. (16)"
Eldredgeops rana,387.7,382.7,Hickerson,1992,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-90.230003,41.830002,norwoodensis,F2 LCf Rm2,,,US,Little Cedar,,marine indet.,,,"W. Hickerson. 1992. Trilobites from the Late Givetian Solon Member, Little Cedar Formation of Eastern Iowa and Northwestern Illinois, in, The stratigraphy, paleontology, depositional and diagenetic history of the Middle-Upper Devonian Cedar Valley Group of Central and Eastern Iowa. (16)"
Eldredgeops rana,387.7,382.7,Kesling and Chilman,1975,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-83.599998,42.133331,,Silica Formation at Martin-Marietta Quarry,,,US,Silica,,,,,
Eldredgeops rana,387.7,382.7,Prosser,1899,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,rr,-74.480003,42.470001,,Blenheim 28H4,,,US,Moscow,,offshore,,,"C. S. Prosser. 1899. Classification and distribution of the Hamilton and Chemung series of central and eastern New York, Part 2. Annual Report of the Regents - New York State Museum, Report 51 2:65-315"
Eldredgeops rana,387.7,382.7,Sessa,2003,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,9,-76.529999,42.529999,,MineWBS,,,US,Tully,,offshore,,,"J. A. Sessa. 2003. The Dynamics of Rapid, Asynchronous Biotic Turnover in the Middle Devonian Appalachian Basin of New York."
Eldredgeops rana,387.7,382.7,Zambito,2008,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-74.809998,42.529999,,Thayer Peabody Collection A9112b 63.5-73 ft,,,US,Tully,,offshore,Charles Thayer,,"J. J. Zambito. 2008. Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,r,-74.809998,42.540001,,Maryland 22I3a,,,US,Tully,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Zambito,2008,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-75.339996,42.560001,,Thayer Peabody Collection A9140b,,New Berlin South-8,US,Geneseo,unnamed member,marine indet.,Charles Thayer,,"J. J. Zambito. 2008. Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,rr,-75.059998,42.580002,,Laurens 24D2,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Sessa,2003,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-75.180000,42.590000,,NLLansing,,,US,Moscow,,offshore,,,"J. A. Sessa. 2003. The Dynamics of Rapid, Asynchronous Biotic Turnover in the Middle Devonian Appalachian Basin of New York."
Eldredgeops rana,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-75.339996,42.599998,,West Brook 2A,,,US,Tully,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Eldredgeops rana,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-75.339996,42.599998,,West Brook 2B,,,US,Tully,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,rr,-75.540001,42.599998,,North Norwich 40C3,,,US,Geneseo,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Zambito,2008,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,6,-75.370003,42.619999,,Thayer Peabody Collection A9078 no ft,,,US,Geneseo,,offshore,Charles Thayer,,"J. J. Zambito. 2008. Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller"
Eldredgeops rana,387.7,382.7,Zambito,2008,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-75.410004,42.619999,,Thayer Peabody Collection A9079 no ft,,,US,Geneseo,,offshore,Charles Thayer,,"J. J. Zambito. 2008. Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,rr,-75.169998,42.639999,,New Berlin 20H1,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Zambito,2008,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-75.430000,42.650002,,Thayer Peabody Collection A9083 50ft,,,US,Geneseo,,offshore,Charles Thayer,,"J. J. Zambito. 2008. Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller"
Eldredgeops rana,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-75.379997,42.660000,,West Brook 1A,,,US,Tully,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Eldredgeops rana,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-75.379997,42.660000,,West Brook 1B,,,US,Tully,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Eldredgeops rana,387.7,382.7,Zambito,2008,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-75.589996,42.669998,,Thayer Peabody Collection A9151b (L) 69 - 75,,,US,Geneseo,unnamed member,offshore,Charles Thayer,,"J. J. Zambito. 2008. Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller"
Eldredgeops rana,387.7,382.7,Zambito,2008,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,7,-75.589996,42.669998,,Thayer Peabody Collection A9151b (M) 76 - 79,,,US,Geneseo,,offshore,Charles Thayer,,"J. J. Zambito. 2008. Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller"
Eldredgeops rana,387.7,382.7,Zambito,2008,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-75.589996,42.669998,,Thayer Peabody Collection A9151e 252 - 278,,,US,Geneseo,,offshore,Charles Thayer,,"J. J. Zambito. 2008. Work with Thayer collections, Yale Peabody Accession 7112, published, in part, ""New perspectives on transitions between ecological-evolutionary subunits in the ""type interval"" for coordinated stasis"", James J Zambito IV, Carlton E Brett, Gordon C Baird, Sarah E Kolbe, Arnold I Miller"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,r,-75.480003,42.669998,,Sherburne 19B1,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Baird and Brett,1983,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,2,-76.949997,42.669998,,Fall Brook Coral Bed (Locality 21),,,US,Moscow,,marine indet.,,,G. C. Baird and C. E. Brett. 1983. Regional variation and paleontology of two coral beds in the Middle Devonian Hamilton Group of Western New York. Journal of Paleontology 57(3):417-446
Eldredgeops rana,387.7,382.7,Sessa,2003,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-76.739998,42.680000,,BaFis1,,,US,Moscow,,offshore,,,"J. A. Sessa. 2003. The Dynamics of Rapid, Asynchronous Biotic Turnover in the Middle Devonian Appalachian Basin of New York."
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,c,-75.570000,42.680000,,Smyrna 18A1,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,r,-75.580002,42.680000,,Smyrna 18B1,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,rr,-75.580002,42.680000,,Smyrna 18B6,,,US,Geneseo,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,r,-75.459999,42.680000,,Sherburne 19B2,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,c,-75.570000,42.680000,,Smyrna 18A1upper,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,r,-75.599998,42.689999,,Smyrna 18A2,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,rr,-75.599998,42.689999,,Smyrna 18G1,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,r,-75.610001,42.689999,,Smyrna 18A3,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Baird and Brett,1983,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,20,-78.945831,42.700001,,"Bay View Coral Bed, Eighteen Mile Creek (Locality 2), Erie Co., NY",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,rr,-75.629997,42.700001,,Smyrna 18A4,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Prosser,1897,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,rr,-75.430000,42.700001,,Sherburne 19D1,,,US,Moscow,,offshore,,,"C. S. Prosser. 1897. The classification and distribution of the Hamilton and Chemung series of central and eastern New York. Annual Report of the Regents - New York State Museum, Report 49 2:83-222"
Eldredgeops rana,387.7,382.7,Baird and Brett,1983,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,25,-78.937500,42.712502,,"Bay View Coral Bed, Lake Erie Shores (Locality 1), Erie Co., NY",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Zell,1988,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-75.509003,42.733002,,"Castle Hill Borrow Pit, Earlville, NY",,,US,Moscow,,marine indet.,,,P. D. Zell. 1988. Burrowed Phacops rana from the Moscow Formation of New York. Journal of Paleontology 62(2):311-312
Eldredgeops rana,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-77.010002,42.750000,,South Lansing 1A,,,US,Moscow,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Eldredgeops rana,387.7,382.7,Bonelli et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,1,-77.010002,42.750000,,South Lansing 1B,,,US,Moscow,,offshore,,,"J. R. Bonelli, Jr., C. E. Brett, and A. I. Miller, J. B. Bennington. 2006. Testing for faunal stability across a regional biotic transition: quantifying stasis and variation among recurring coral-rich biofacies in the Middle Devonian Appalachian Basin. Paleobiology 32(1):20-37"
Eldredgeops rana,387.7,382.7,Brett and Baird,1994,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.150002,42.750000,,FG mbr taxon list,,,US,Moscow,,marine indet.,,,"C. E. Brett and G. C. Baird. 1994. Depositional sequences, cycles, and foreland basin dynamics in the late middle Devonian (Givetian) of the Genesee Valley and western Finger Lakes region. New York State Geological Association Fieldtrip Guidebook, 66th annual meeting"
Eldredgeops rana,387.7,382.7,Brett and Baird,1994,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-77.150002,42.750000,,Spezz mbr taxon list,,,US,Moscow,,marine indet.,,,"C. E. Brett and G. C. Baird. 1994. Depositional sequences, cycles, and foreland basin dynamics in the late middle Devonian (Givetian) of the Genesee Valley and western Finger Lakes region. New York State Geological Association Fieldtrip Guidebook, 66th annual meeting"
Eldredgeops rana,387.7,382.7,Clement,1982,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-78.645279,42.760555,,"Locality 1 (Wanakah Shale, Cazenovia Creek, NY)",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Clement,1982,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,3,-78.645279,42.760555,,"Locality 1 (Wanakah Shale, Cazenovia Creek, NY)",5619,,US,,,,,,
Eldredgeops rana,387.7,382.7,Clement,1982,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-78.645279,42.760555,,"Locality 1 (Wanakah Shale, Cazenovia Creek, NY)",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Baird and Brett,1983,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,17,-77.830002,42.770000,,Fall Brook Coral Bed (Locality 14),,,US,Moscow,,marine indet.,,,G. C. Baird and C. E. Brett. 1983. Regional variation and paleontology of two coral beds in the Middle Devonian Hamilton Group of Western New York. Journal of Paleontology 57(3):417-446
Eldredgeops rana,387.7,382.7,Mayer,1989,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-76.987503,42.775002,,"Hills Gulch Bed, Jaycox Member, Seneca Lake Valley, Ontario Co., NY",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Mayer,1989,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-76.987503,42.775002,,"Mudstone Interval, Jaycox Member, Seneca Lake Valley, Ontario Co., NY",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Mayer,1989,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-76.987503,42.775002,,"Green's Landing Coral bed, Jaycox Member, Seneca Lake Valley, Ontario Co., NY",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Mayer,1989,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-76.987503,42.775002,,"Sponge-Megastrophia bed, Jaycox Member, Seneca Lake Valley, Ontario Co., NY",,,US,,,,,,
Eldredgeops rana,387.7,382.7,Mayer,1989,Arthropoda,Trilobita,Phacopida,Phacopidae,Eldredgeops,,-76.987503,42.775002,,"Cottage City Coral bed, Jaycox Member, Seneca Lake Valley, Ontario Co., NY",,,US,,,,,,
